municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
250750,1366,958,27,457,52,197,-,-,1378,638,286,37,22,214,8,70,38,128,564
251365,2,-,-,-,-,1,-,-,1,2,2,-,-,-,-,-,-,5,1
250760,7,7,-,6,1,3,-,-,21,7,1,-,-,1,-,1,-,2,3
250770,9,16,-,11,1,2,-,-,20,6,6,-,-,2,1,5,-,12,19
250780,4,8,1,2,1,-,-,-,12,4,3,-,-,-,-,1,-,4,4
250790,14,6,-,3,-,2,-,-,29,9,4,-,-,-,-,1,2,8,9
250800,4,7,-,3,1,2,-,-,29,5,3,-,1,1,-,1,-,1,10
250810,7,5,-,1,-,1,-,-,16,2,1,-,-,1,-,2,-,1,5
250820,2,11,-,4,-,1,-,-,20,10,2,-,-,1,-,1,-,6,8
250830,22,26,2,20,-,1,-,-,53,11,3,-,-,3,-,3,-,25,18
250840,1,3,-,-,-,-,-,-,7,3,2,-,-,-,-,-,-,1,3
250850,2,10,1,9,-,2,-,-,14,3,1,-,-,1,-,-,2,5,6
250855,5,5,-,4,1,-,-,-,10,6,1,-,-,-,-,-,-,-,2
250860,13,6,-,4,-,2,-,-,26,5,5,-,1,1,-,2,-,2,13
250870,1,3,-,3,1,-,-,-,12,1,-,1,-,-,-,-,1,5,2
250880,4,13,-,4,-,4,-,-,12,9,3,-,-,-,-,-,1,3,4
250890,57,46,2,37,3,10,-,-,78,43,14,3,-,16,3,9,1,12,30
250900,2,14,-,4,1,-,-,-,18,4,2,-,-,3,-,-,-,3,5
250905,5,5,-,-,-,-,-,-,16,4,3,-,-,3,-,-,1,1,11
250910,19,20,-,19,-,6,-,-,40,23,7,1,-,5,1,4,-,16,12
250915,9,7,-,2,-,-,-,1,9,4,3,-,-,-,-,1,-,10,8
250920,9,9,-,4,-,3,-,-,40,9,5,-,-,3,-,1,-,19,12
250930,8,4,-,5,-,-,-,-,8,8,6,1,-,2,-,3,1,2,3
250933,2,1,-,-,-,1,-,-,3,-,1,1,-,-,-,1,-,14,5
250937,2,3,-,2,-,3,-,-,8,1,1,-,-,-,1,-,-,1,-
250939,1,5,-,7,1,3,-,-,17,2,3,-,-,1,-,-,-,1,9
250940,8,8,-,3,-,-,-,-,36,6,4,1,-,-,-,3,2,4,8
250950,5,5,1,4,-,-,-,-,11,3,1,-,-,3,-,4,3,7,1
250960,4,5,1,2,1,1,-,-,11,3,1,-,-,-,-,-,-,2,1
250970,36,39,2,28,-,7,-,-,66,25,12,-,3,18,-,4,2,12,31
250980,17,5,-,14,-,2,-,-,24,7,4,1,-,2,-,-,-,-,4
250990,2,6,-,5,-,-,-,-,11,5,3,1,-,2,-,-,-,8,15
251000,6,12,-,2,-,-,-,-,13,9,5,-,-,1,-,-,-,11,3
251010,8,6,-,2,1,4,-,-,23,12,3,1,-,2,-,3,2,5,12
251020,2,6,-,4,-,3,-,-,11,2,4,-,-,-,-,-,1,1,6
251030,1,4,-,2,-,-,-,-,12,4,5,-,-,1,1,1,-,1,2
251040,8,6,-,1,-,1,-,-,16,4,2,-,-,-,-,2,-,5,8
251050,4,1,-,2,-,-,-,-,8,3,-,-,1,-,-,-,-,3,2
251060,1,5,-,1,-,-,-,-,4,1,1,-,-,2,-,-,-,2,-
251065,-,5,-,-,-,1,-,-,6,-,-,-,-,-,-,1,-,2,3
251070,1,1,-,-,-,-,-,-,5,2,1,-,-,-,-,-,-,-,2
251080,133,97,3,64,19,22,-,1,203,78,30,4,4,21,-,4,3,29,82
251090,8,17,-,6,-,-,-,-,24,11,1,-,-,3,-,-,-,4,12
251100,1,8,-,-,1,-,-,-,6,3,1,-,-,1,-,-,-,1,4
251110,1,14,-,2,-,2,-,-,16,5,1,1,-,-,-,2,-,3,4
251120,48,30,1,23,3,1,-,-,53,25,11,2,-,7,1,6,1,6,32
251272,6,3,-,2,-,1,-,-,14,4,3,1,-,2,-,-,-,3,2
251130,17,14,-,16,2,5,-,-,31,9,5,-,-,2,-,-,-,6,15
251140,10,28,1,12,-,-,-,-,40,16,5,1,2,10,-,2,3,15,14
251150,12,6,-,6,3,4,-,-,26,8,5,-,3,5,1,1,-,3,12
251160,6,4,-,3,-,-,-,-,27,4,-,-,-,3,-,-,-,4,4
251170,10,8,-,8,-,-,-,-,8,1,7,-,-,1,-,1,-,2,2
251180,10,5,-,6,-,1,-,-,17,8,-,-,-,3,-,1,2,3,6
251190,11,5,-,8,1,2,-,-,22,10,7,1,-,-,-,2,-,17,23
251200,5,17,-,10,2,3,-,-,21,7,11,-,-,8,-,3,1,22,16
251203,2,3,-,2,-,-,-,-,2,2,2,-,-,-,1,-,-,2,2
251207,1,7,-,-,-,4,-,-,12,1,-,-,-,-,-,-,-,-,1
251210,43,47,1,12,1,2,-,-,93,40,18,1,2,7,-,2,1,12,15
251220,3,4,1,2,1,-,-,-,9,5,1,-,-,1,-,1,-,1,1
251230,27,15,1,15,1,3,-,-,41,14,7,2,-,2,-,2,-,6,18
251240,7,7,-,7,1,3,-,-,15,3,5,1,-,4,-,2,1,25,16
251250,38,61,1,25,6,11,-,-,83,39,12,2,-,14,-,9,8,17,31
251260,-,2,-,-,-,-,-,-,5,2,1,-,-,1,-,-,-,1,1
251270,10,15,-,9,-,7,-,-,30,27,6,1,-,4,-,2,1,34,16
251274,5,2,-,-,-,-,-,-,5,3,1,-,-,-,-,-,-,4,-
251275,2,4,-,-,-,-,-,-,10,3,1,-,-,-,-,-,1,6,2
251276,7,3,-,1,-,-,-,-,6,2,3,-,-,-,-,-,-,-,9
251278,-,1,-,-,-,-,-,-,2,3,-,-,-,-,1,-,-,1,1
251280,6,11,1,9,1,4,-,-,11,4,4,-,-,2,1,2,-,1,2
251290,36,24,-,11,3,5,-,-,66,24,11,2,1,5,1,3,-,10,19
251300,1,3,-,1,1,1,-,-,4,3,2,-,-,1,-,-,-,3,4
251310,12,3,1,7,-,1,-,-,36,11,2,1,-,-,-,1,-,3,10
251315,3,7,1,1,1,-,-,-,10,5,2,1,1,1,-,2,1,5,5
251320,4,6,-,4,1,3,-,-,11,8,5,-,-,1,-,2,-,1,6
251330,8,9,-,4,-,3,-,-,12,10,4,1,1,1,-,-,-,3,4
251335,2,1,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,2,2
251340,12,18,-,8,1,6,-,-,25,13,5,2,-,3,-,1,3,11,6
251370,233,115,4,105,12,29,-,-,281,89,50,6,3,30,5,17,6,22,136
251380,5,7,-,3,-,1,-,-,9,4,2,-,-,1,-,-,2,2,6
251350,2,6,-,1,-,-,-,-,14,4,1,-,-,-,-,2,-,6,4
251360,6,9,-,5,2,3,-,-,17,3,6,1,-,1,-,-,-,8,6
251385,4,6,-,3,-,1,-,-,8,6,2,-,-,1,-,1,-,3,4
251392,1,11,-,1,-,1,-,-,11,2,3,-,-,1,-,1,1,-,-
251390,46,42,1,20,7,10,-,-,61,14,8,2,-,5,-,2,1,3,20
251396,-,1,-,2,-,1,-,-,4,2,1,-,-,-,-,-,-,1,3
251394,2,2,-,2,-,1,-,-,5,-,-,-,-,-,-,-,-,1,1
251398,3,7,-,4,-,2,-,-,6,6,1,-,-,2,-,-,-,3,3
251400,4,8,-,3,-,-,-,-,14,7,1,-,-,2,-,-,-,4,2
250070,17,26,2,7,3,6,-,-,34,17,5,1,-,3,-,1,1,8,7
251410,4,6,-,3,-,1,-,-,11,1,1,-,-,3,1,1,-,3,6
251420,4,10,1,4,-,1,-,-,9,10,2,-,-,4,-,2,-,10,2
251430,3,-,-,1,-,-,-,-,11,7,-,-,-,1,-,1,-,-,4
251440,4,8,-,1,-,3,-,-,11,6,1,-,-,1,-,-,1,-,2
251450,27,30,2,9,2,3,-,-,28,16,3,-,1,3,-,-,1,5,14
251455,2,4,-,4,1,-,-,-,7,2,1,1,-,-,-,1,1,-,3
251460,5,4,1,-,-,-,-,-,11,3,1,-,-,-,-,2,-,3,7
251465,-,1,-,-,1,-,-,-,2,4,1,-,-,-,-,-,-,-,-
251470,1,3,-,4,-,1,-,-,9,3,2,-,-,-,-,2,-,3,4
251480,1,3,-,2,-,-,-,-,3,-,1,-,-,-,-,-,-,5,3
251445,5,3,1,1,-,1,-,-,12,4,1,1,1,-,-,1,-,-,3
251490,10,8,-,4,-,1,-,-,20,8,2,-,-,2,-,1,-,5,9
251500,6,1,1,4,1,1,-,-,10,8,3,-,-,1,-,1,-,12,11
251510,7,6,-,6,-,-,-,-,33,8,2,-,-,3,-,1,-,1,4
251520,4,6,-,1,-,-,-,-,7,2,1,-,-,-,-,-,-,2,5
251540,5,6,-,5,-,2,-,-,14,1,4,-,-,3,-,1,1,1,8
251530,79,43,1,47,1,12,-,1,115,30,26,2,3,10,2,9,-,27,36
251550,17,14,2,5,1,1,-,-,28,13,10,1,-,7,-,3,-,20,7
251560,1,1,-,3,1,-,-,-,7,2,-,-,-,-,-,-,1,1,-
251570,2,3,-,-,-,-,-,-,7,-,2,-,1,-,-,-,-,-,2
251580,7,1,-,3,-,2,-,-,12,4,1,-,-,-,1,1,-,13,3
251590,4,1,-,7,1,-,-,-,11,9,1,-,-,1,-,-,-,-,3
251593,2,3,-,3,-,-,-,-,10,4,2,-,1,-,-,-,1,4,4
251597,3,4,-,1,-,-,-,-,14,4,1,-,-,2,-,2,-,1,11
251600,17,38,3,26,3,2,-,-,66,18,13,-,-,7,1,6,1,1,15
251610,3,15,-,4,-,2,-,-,28,7,2,-,-,1,-,2,2,5,11
251615,1,4,-,1,-,-,-,-,6,-,1,-,-,1,-,1,-,2,4
251620,92,70,2,39,5,16,-,-,126,53,29,2,4,23,1,3,3,47,56
251630,8,26,-,10,1,3,-,-,45,8,6,-,-,1,-,2,2,13,9
251640,8,12,-,8,-,2,-,-,19,5,2,2,1,3,-,-,-,7,2
251650,4,13,-,8,1,1,-,-,14,17,5,1,-,5,-,3,1,36,8
251660,8,11,-,6,-,1,-,-,37,12,6,-,-,2,1,-,1,-,7
251670,16,14,-,9,2,1,-,-,28,9,6,-,-,1,-,-,-,5,16
251675,-,4,-,-,-,1,-,-,2,3,-,-,-,1,-,-,-,4,1
251680,8,10,-,8,-,3,-,-,21,9,1,-,1,-,-,-,-,5,8
251690,26,17,1,2,2,4,-,-,28,20,9,-,1,2,-,-,-,3,19
251700,4,10,-,9,1,1,-,-,21,7,3,-,-,3,-,3,1,12,8
251710,1,1,1,2,1,4,-,-,5,1,1,-,-,2,-,-,-,-,2
251720,3,7,-,7,1,2,-,-,14,7,2,-,-,2,-,-,-,1,3
250550,2,-,-,-,-,3,-,1,6,6,-,-,-,-,-,-,-,-,2
251740,-,8,-,2,-,2,-,-,5,1,1,-,-,1,-,-,-,1,1
250000,5,-,-,1,-,-,-,-,2,1,2,-,-,-,-,-,-,-,16
260005,198,101,1,64,11,11,-,-,161,82,35,8,3,10,-,12,6,30,84
260010,38,45,2,29,4,3,-,-,81,39,20,2,-,7,1,3,6,13,34
260020,14,18,1,10,4,2,-,-,28,9,5,2,-,3,-,4,4,19,10
260030,41,22,4,31,5,3,-,-,43,26,13,2,2,6,-,3,1,14,25
260040,65,29,-,20,1,7,-,-,49,28,8,-,1,10,-,2,1,7,23
260050,42,36,-,24,6,6,-,-,99,31,19,3,11,8,1,4,1,22,33
260060,14,15,1,9,1,4,-,-,41,8,6,-,1,3,-,3,1,11,16
260070,55,32,1,30,7,12,-,-,82,35,32,3,1,3,1,6,4,6,38
260080,29,18,4,10,2,9,-,-,44,20,7,-,2,2,-,-,1,12,21
260090,35,10,1,10,6,4,-,-,40,23,7,1,-,5,1,-,1,5,24
260100,6,9,1,8,3,-,-,-,28,10,4,-,4,3,-,2,-,9,12
260105,26,15,-,6,1,1,-,-,37,23,6,1,-,4,-,6,1,8,18
260110,78,60,5,36,10,11,-,-,172,58,25,5,2,7,3,11,1,28,93
260120,97,86,6,70,11,17,-,1,136,59,30,1,6,23,1,8,5,38,51
260130,18,7,-,10,2,2,-,-,32,15,4,-,-,3,-,-,-,5,12
260140,64,37,2,47,5,4,-,-,83,39,24,4,-,5,1,4,4,25,52
260150,9,10,1,7,2,-,-,-,15,8,6,-,3,2,1,-,1,5,15
260160,10,16,1,6,7,4,-,-,30,14,8,-,1,6,-,4,-,6,27
260170,78,77,2,77,18,24,-,-,172,61,34,2,2,23,2,6,2,61,65
260180,6,7,-,8,-,2,-,-,33,7,5,3,-,1,-,-,2,3,13
260190,128,54,1,56,7,5,-,-,128,62,38,5,5,23,-,2,2,78,67
260200,22,21,2,16,4,3,-,-,68,24,8,-,1,4,-,7,3,2,20
260210,46,30,1,26,2,9,-,-,82,30,21,1,-,7,-,4,5,51,36
260220,40,38,2,28,6,7,-,-,88,42,18,2,1,6,-,4,3,11,52
260230,51,38,2,24,2,5,-,-,97,38,15,2,1,9,-,4,2,5,44
260240,8,11,1,2,1,-,-,-,20,10,8,-,-,1,-,1,-,14,12
260250,8,9,-,7,1,3,-,-,26,3,3,-,-,2,-,-,1,3,8
260260,58,36,4,26,8,3,-,-,71,32,19,-,1,8,-,7,3,27,42
260270,20,8,1,6,2,3,-,-,24,9,7,1,-,3,-,1,-,6,18
260280,34,50,3,33,9,8,-,-,83,25,13,2,5,8,-,11,4,27,34
260290,416,162,7,126,29,33,-,-,348,177,73,10,8,50,2,20,6,49,261
260300,10,24,1,14,3,3,-,-,61,21,3,2,2,3,-,5,1,7,20
260310,31,29,-,15,4,6,-,-,36,20,5,2,1,3,-,4,-,1,9
260320,18,15,-,8,-,3,-,-,72,21,12,-,2,4,-,5,2,6,20
260330,9,11,-,8,4,2,-,-,12,6,1,-,1,2,-,-,-,6,3
260340,3,2,1,8,3,1,-,-,21,7,3,-,-,1,-,1,-,3,6
260345,299,180,4,106,20,29,1,-,277,161,60,12,4,41,2,17,7,32,136
260350,20,12,1,7,-,5,-,-,17,18,7,-,1,-,-,3,2,57,17
260360,5,6,-,5,2,6,-,-,20,11,5,1,-,1,-,-,1,1,11
260370,27,23,2,14,3,5,-,-,59,19,13,1,2,6,-,-,3,22,25
260380,16,15,1,17,2,2,-,-,39,19,4,2,-,3,-,-,1,10,10
260390,26,22,-,13,2,3,-,-,50,16,9,1,1,2,-,6,-,3,14
260392,6,9,2,10,1,3,-,-,21,2,3,-,-,1,-,1,1,2,10
260400,116,78,6,49,7,16,-,-,158,65,17,5,3,17,-,14,5,29,82
260410,573,317,19,238,61,67,-,-,555,290,135,9,8,98,6,32,25,125,269
260415,18,10,-,6,5,5,-,-,23,8,8,-,-,4,-,1,-,7,18
260420,63,32,1,24,8,3,-,-,90,41,9,3,2,6,-,1,1,8,38
260430,8,9,-,8,2,3,-,-,19,7,3,-,-,-,-,-,2,-,8
260440,17,12,-,11,2,-,-,-,9,8,5,-,-,2,-,2,-,6,17
260450,31,20,1,31,2,2,-,-,42,11,6,-,1,-,-,1,1,14,19
260460,42,18,-,14,6,5,-,-,35,33,18,-,2,5,-,3,2,8,31
260470,10,14,1,6,5,4,-,-,22,10,6,-,1,3,-,4,1,5,13
260480,18,12,-,11,1,4,-,-,20,9,9,-,-,1,-,2,-,6,18
260490,16,10,-,9,-,3,-,-,33,17,3,1,-,7,-,2,1,6,13
260500,39,21,1,36,3,5,-,-,56,25,10,1,3,8,-,2,1,11,18
260510,33,35,-,17,3,7,1,-,50,27,6,3,1,17,-,4,2,8,39
260515,7,15,1,6,-,2,-,-,37,10,5,-,-,5,-,4,1,4,22
260520,93,54,2,39,5,2,-,-,117,46,31,4,4,11,2,1,2,61,105
260530,22,33,3,13,4,14,-,-,55,21,9,1,1,5,-,3,1,20,23
260540,37,16,1,6,3,4,-,-,55,18,4,-,1,7,1,2,-,3,24
260545,-,1,-,1,-,1,-,-,-,4,1,-,-,-,-,-,-,1,-
260550,13,11,-,4,3,3,-,-,19,7,7,2,-,1,-,4,1,11,7
260560,26,24,-,15,2,-,-,-,48,20,4,1,1,3,-,3,2,4,18
260570,16,39,3,17,-,4,-,-,58,11,8,1,1,1,-,2,2,14,24
260580,27,11,-,11,1,6,-,-,25,16,10,1,-,5,-,1,1,25,5
260590,30,15,-,19,4,3,-,-,40,19,15,-,3,1,2,2,-,1,31
260600,122,123,6,96,27,24,-,-,311,123,36,12,4,31,2,13,12,27,136
260610,43,15,-,26,3,2,-,-,59,20,11,2,1,7,-,3,1,10,35
260620,129,52,2,40,10,12,-,-,145,67,30,4,2,22,-,6,4,11,60
260630,3,9,-,3,-,-,-,-,16,4,4,-,-,1,-,1,-,2,7
260640,134,73,2,56,21,13,-,-,121,59,31,7,2,29,1,3,3,36,82
260650,13,19,1,11,3,2,-,-,32,12,7,-,1,4,-,1,3,20,19
260660,11,14,-,5,1,3,-,-,50,15,2,2,-,2,-,1,2,48,24
260670,6,3,-,4,1,3,-,-,14,7,2,-,1,-,-,1,1,12,4
260680,229,102,5,57,11,13,-,-,162,90,31,8,4,25,-,6,4,26,112
260690,12,13,-,3,-,4,-,-,27,10,4,-,1,4,-,-,-,4,7
260760,30,10,1,9,3,2,-,-,29,22,8,3,-,4,-,2,1,10,27
260700,9,8,-,9,-,4,1,-,22,11,3,-,-,1,-,-,1,11,17
260710,3,2,-,4,1,-,-,-,10,2,1,-,-,-,-,1,-,-,2
260720,136,70,2,43,16,10,-,-,121,49,20,6,5,9,-,7,2,19,98
260730,35,22,-,12,3,6,-,-,53,8,9,2,-,5,-,7,1,14,33
260740,2,3,1,5,1,-,-,-,7,-,2,-,1,1,-,-,-,3,3
260750,13,29,-,15,3,3,-,-,59,15,7,-,-,4,-,2,2,13,23
260765,59,26,1,22,4,3,-,-,57,27,13,2,1,3,-,6,2,10,31
260770,20,25,-,15,3,2,-,-,37,12,3,3,-,7,-,1,-,1,11
260775,43,23,-,12,3,2,-,-,52,16,6,2,1,6,-,1,2,8,21
260780,21,14,2,13,3,1,-,-,35,17,10,-,-,1,-,1,-,14,9
260790,1315,695,13,368,79,133,-,-,970,528,209,27,26,149,-,61,39,167,588
260795,14,14,-,10,1,1,1,-,28,8,3,-,-,3,-,1,1,3,4
260800,11,18,1,10,2,2,-,-,29,8,6,-,1,5,-,1,-,8,19
260805,6,10,1,7,-,1,-,-,17,11,4,-,-,2,-,-,-,26,6
260810,35,24,2,16,6,8,-,-,82,38,8,2,1,5,-,1,3,24,31
260820,24,7,-,12,2,1,-,-,33,10,5,-,-,2,-,-,2,6,10
260825,8,8,1,6,4,1,-,-,15,15,2,-,1,1,-,1,-,3,11
260830,20,13,1,22,1,1,-,-,31,8,9,-,3,2,-,2,1,4,15
260840,28,14,-,17,5,1,-,-,40,8,8,1,-,4,-,3,-,8,19
260850,25,12,1,20,2,5,-,-,38,22,6,-,-,-,2,1,1,23,38
260845,19,12,1,14,2,3,-,-,19,17,5,-,-,4,-,-,1,19,23
260860,7,11,-,3,4,3,-,-,29,9,10,-,-,3,-,1,-,4,10
260870,12,7,1,25,3,-,-,-,35,28,6,-,1,7,-,1,1,8,10
260875,18,19,-,-,1,3,-,-,30,9,7,-,-,1,-,5,1,14,24
260880,58,41,2,29,4,8,-,-,96,49,18,3,-,15,-,2,6,34,50
260890,104,66,1,52,3,27,-,-,130,51,32,1,3,13,-,3,2,10,37
260900,27,26,1,28,2,-,-,-,69,19,13,-,-,1,-,-,2,6,15
260910,14,11,1,9,-,1,-,-,37,8,8,-,-,-,-,1,-,4,8
260915,7,11,-,10,3,12,-,-,22,5,5,-,-,1,-,4,-,7,15
260920,12,4,-,13,1,2,-,-,18,2,2,2,-,4,-,-,1,2,11
260930,13,15,-,6,2,1,-,-,23,8,2,-,-,3,1,2,-,5,20
261430,5,9,-,6,1,4,-,-,15,4,3,-,-,1,1,-,-,4,7
260940,84,62,3,37,5,13,-,-,98,45,27,2,-,15,-,10,2,17,68
260950,46,30,1,22,5,7,-,-,80,35,14,-,2,4,1,4,2,9,30
260960,804,481,10,243,64,105,-,-,790,383,150,28,14,120,4,27,26,112,309
260970,19,20,-,19,1,2,-,-,60,24,9,2,-,6,-,1,1,4,9
260980,8,8,-,4,-,5,-,-,17,11,3,-,-,1,-,3,1,9,15
260990,47,56,4,34,6,10,-,-,105,38,17,2,-,11,-,14,3,10,48
261000,108,62,2,56,9,5,-,-,133,54,35,6,2,18,1,-,4,10,80
261010,8,6,-,2,2,3,-,-,25,9,3,-,-,2,-,-,-,4,3
261020,32,18,2,29,8,8,-,-,70,28,8,-,1,5,-,3,3,20,26
261030,14,14,-,6,2,1,-,-,26,19,9,-,4,5,-,1,-,4,16
261040,20,17,4,5,-,-,-,-,38,10,6,-,1,2,-,3,1,10,9
261050,45,34,1,11,3,6,1,-,55,34,16,2,-,1,-,2,2,15,37
261060,71,57,-,32,4,6,-,-,92,37,23,2,2,11,1,4,3,6,60
261070,638,329,2,174,41,59,-,1,539,296,103,23,13,78,1,29,11,91,226
261080,19,17,-,14,5,2,-,-,44,19,5,-,-,6,1,3,2,10,14
261090,79,65,5,37,8,15,-,-,143,59,33,3,3,18,2,4,7,41,65
261100,23,32,-,21,1,8,-,-,37,16,10,-,2,10,1,5,1,26,16
261110,246,346,8,118,45,76,-,2,475,149,97,9,13,35,6,50,29,51,287
261120,7,17,-,13,3,1,-,-,21,3,5,-,3,6,-,2,-,2,8
261130,34,18,1,17,3,6,-,-,47,21,4,2,1,7,-,6,-,15,29
261140,22,13,1,7,-,2,-,-,13,12,10,-,-,1,-,2,1,8,17
261150,19,18,1,17,5,1,-,-,45,15,12,1,-,4,-,2,-,19,18
261153,5,6,-,3,1,-,-,-,8,2,3,-,-,1,-,2,-,2,3
261160,3461,2124,46,1069,251,542,-,1,2909,1532,660,74,46,486,29,130,81,279,1515
261170,20,12,-,7,-,5,-,-,20,10,11,1,-,4,-,7,2,96,17
261180,66,32,-,35,1,5,-,-,75,37,15,1,-,9,-,4,4,14,39
261190,38,16,-,11,2,4,-,-,42,19,9,1,-,8,-,4,2,3,24
261200,10,11,-,5,4,1,-,-,15,9,4,2,1,1,-,-,-,32,8
261210,5,7,-,1,-,2,-,-,8,4,4,-,-,2,-,-,-,2,4
261220,67,59,2,31,11,16,-,-,126,52,21,6,1,13,2,7,3,7,52
261230,14,16,-,10,3,1,-,-,46,13,3,1,6,5,3,1,1,9,6
261240,24,15,2,8,3,2,-,-,23,12,10,1,1,2,-,4,-,48,23
261245,6,15,-,6,-,7,-,-,18,7,2,2,-,3,-,1,1,1,9
261247,6,15,-,5,1,3,-,-,26,4,8,1,1,2,-,-,-,2,6
261250,105,62,5,44,8,6,-,-,96,47,22,-,4,14,-,6,10,12,71
261255,8,11,-,8,-,1,-,-,30,5,2,-,1,2,-,2,1,10,8
261260,13,13,-,15,3,1,-,-,38,17,13,1,1,2,-,4,4,61,43
261270,24,18,1,7,5,-,-,-,35,13,7,2,-,5,-,1,-,7,15
261280,18,8,-,5,1,3,-,-,22,13,3,3,-,4,-,1,1,6,3
261290,13,9,-,3,-,-,-,-,21,6,5,1,-,-,-,-,-,4,10
261300,69,55,4,25,12,5,-,-,106,41,13,3,4,15,-,4,2,16,46
261310,46,35,-,28,7,10,-,-,80,26,17,1,-,10,-,7,1,6,44
261320,18,19,1,21,3,6,-,-,45,16,6,2,1,7,1,2,2,15,24
261330,27,23,-,12,-,5,-,-,49,21,11,1,-,6,-,5,2,15,22
261340,32,13,-,28,4,-,-,-,44,18,7,1,1,5,-,4,-,7,20
261350,33,26,1,14,2,7,-,-,58,22,13,-,4,1,2,-,-,7,26
261360,27,37,2,34,1,9,-,-,89,29,12,-,2,14,1,1,1,4,29
261370,220,102,1,68,14,24,-,-,194,100,36,3,3,33,3,14,5,31,103
261380,22,16,-,15,3,1,-,-,36,12,9,-,-,3,1,1,-,4,27
261390,103,103,5,64,14,16,-,-,204,69,31,1,1,15,-,14,2,16,84
261400,13,24,1,7,3,2,-,-,26,16,5,1,-,1,-,-,-,8,9
261410,34,29,1,28,3,1,-,-,49,15,9,1,-,16,-,4,3,42,42
261420,57,22,-,24,6,6,-,1,68,17,12,2,2,4,-,4,-,15,40
261440,5,2,-,5,1,-,-,-,7,2,-,-,-,-,-,1,-,1,2
261450,70,74,4,39,13,6,-,-,144,73,24,4,-,12,-,6,2,15,43
261460,34,30,1,21,-,5,-,-,64,25,10,-,-,12,-,5,1,11,24
261470,14,9,-,7,3,1,-,-,13,11,3,-,-,1,-,1,-,13,14
261480,20,19,-,12,2,2,-,-,42,9,4,2,1,3,-,3,1,17,18
261485,22,23,-,18,1,2,-,-,41,21,8,2,-,2,-,4,-,1,18
261500,30,28,1,12,2,4,-,-,37,26,4,1,4,3,-,1,2,9,23
261510,6,6,-,9,-,3,-,-,15,5,5,-,1,3,-,-,2,-,5
261520,5,11,-,4,1,2,-,-,17,8,3,-,-,-,-,-,-,1,6
261530,89,55,4,31,6,10,-,-,133,46,26,2,4,15,2,3,4,5,63
261540,53,18,-,14,2,1,-,-,34,23,8,-,-,7,-,7,4,15,34
261550,17,5,-,5,3,-,-,-,18,9,5,-,-,4,-,1,-,15,14
261560,40,28,1,12,3,3,-,-,49,13,7,2,-,2,-,8,2,11,33
261570,15,31,4,18,3,5,-,-,39,6,5,1,-,1,1,3,-,5,13
261580,8,11,-,8,4,2,-,-,51,13,6,-,-,6,-,5,1,4,12
261590,16,11,-,8,2,3,-,-,32,3,4,-,1,-,-,1,1,2,10
261600,28,21,-,21,2,2,-,-,33,8,5,-,-,6,-,3,2,3,18
261610,6,16,-,3,1,3,-,-,16,5,2,1,-,1,-,-,1,-,7
261618,6,10,1,7,-,1,-,-,24,14,2,-,-,3,-,-,-,7,3
261620,10,19,-,11,-,5,-,-,47,17,5,-,2,6,-,1,-,4,20
261630,29,17,-,11,6,2,-,-,46,22,12,1,-,7,1,2,-,9,34
261640,232,130,4,174,15,15,-,-,274,161,48,2,4,30,1,12,6,15,151
261650,23,15,1,17,3,2,-,-,30,9,2,-,-,5,-,1,1,4,16
260000,10,4,-,1,3,1,-,-,23,6,5,-,-,1,-,1,-,7,195
270010,13,17,-,20,-,1,-,-,45,11,10,-,-,3,-,2,4,3,13
270020,20,8,1,22,1,-,-,-,48,9,6,-,-,1,-,1,-,8,10
270030,397,181,5,121,12,23,-,-,451,104,78,7,9,24,3,29,14,193,211
270040,36,22,-,26,6,6,-,-,82,19,10,1,-,9,1,2,5,10,42
270050,18,12,-,16,1,2,-,-,25,11,6,-,-,1,-,-,2,3,19
270060,8,5,-,5,1,-,-,-,16,4,2,-,-,2,-,-,-,2,7
270070,22,10,-,10,1,2,-,-,30,7,5,-,1,2,-,2,2,7,14
270080,11,9,-,3,-,-,-,-,8,2,3,-,-,-,-,-,1,13,7
270090,5,3,-,-,1,2,-,-,18,2,-,-,-,-,-,1,-,4,-
270100,49,11,-,16,-,2,-,-,50,9,9,1,-,4,-,4,2,3,27
270110,10,11,-,7,2,-,-,-,19,3,4,-,1,2,-,5,1,5,11
270120,9,8,-,14,2,2,-,-,15,4,6,-,-,1,-,1,-,4,11
270130,29,13,-,14,2,4,-,-,54,13,6,-,2,1,-,3,3,5,25
270135,11,4,-,7,1,-,-,-,14,3,1,-,-,-,1,1,-,2,4
270140,41,32,2,24,-,1,-,-,54,16,10,1,1,3,-,3,2,11,25
270150,12,6,-,10,-,-,-,-,27,6,3,-,-,2,-,2,1,9,10
270160,11,16,1,9,-,4,-,-,32,9,4,-,-,1,-,2,2,9,22
270170,18,15,-,10,1,-,-,-,36,14,10,-,-,3,-,-,1,8,13
270180,11,5,1,3,-,-,-,-,20,1,1,1,-,-,-,1,1,3,2
270190,4,6,-,3,-,1,-,-,7,-,1,1,-,-,-,-,-,4,2
270200,13,9,1,5,-,1,-,-,26,4,5,-,-,-,-,1,1,4,10
