municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
230810,50,36,1,16,14,4,-,-,69,29,13,-,4,7,-,9,3,16,36
230820,21,17,-,7,6,1,-,-,35,9,4,1,-,1,1,-,-,3,11
230830,33,31,2,14,2,6,-,-,48,25,10,1,2,3,1,3,3,2,18
230835,15,15,-,4,-,4,-,-,37,8,3,-,1,3,-,3,-,4,18
230837,14,12,1,1,-,3,-,-,23,10,3,-,-,1,1,-,1,3,5
230840,27,35,3,25,2,5,-,-,70,38,9,1,-,3,-,3,3,6,24
230850,52,40,3,31,2,13,-,-,101,40,14,4,1,8,1,3,1,8,28
230860,24,27,-,10,4,7,-,-,43,15,4,2,-,3,-,4,-,6,20
230870,68,89,1,24,3,17,-,1,144,45,23,10,-,6,2,6,2,12,63
230880,8,11,-,2,-,-,-,-,16,6,4,1,-,1,1,-,1,2,3
230890,18,14,1,4,-,2,-,-,33,23,6,-,-,1,-,4,1,3,19
230900,17,9,-,5,2,2,-,-,28,14,2,3,-,2,-,-,1,17,15
230910,11,12,-,2,-,2,-,-,15,8,4,-,-,-,-,-,-,3,8
230920,20,13,-,11,-,1,-,-,24,17,6,-,-,3,-,3,2,12,18
230930,42,36,-,20,10,8,-,-,92,31,13,3,-,4,-,4,1,6,22
230940,21,26,2,12,1,8,-,-,71,33,19,2,1,2,1,-,1,3,31
230945,38,20,-,5,2,4,-,-,43,22,10,1,1,2,-,1,-,25,22
230950,52,35,-,16,5,11,-,-,37,19,5,1,1,3,1,4,2,9,16
230960,81,58,-,23,6,9,-,-,69,67,32,2,3,10,-,9,3,17,102
230970,131,52,5,17,13,16,1,-,86,39,25,4,1,5,-,5,3,7,85
230980,12,15,-,5,2,-,-,-,21,12,3,-,-,2,1,1,1,9,12
230990,9,6,-,2,1,-,-,-,16,9,3,-,-,2,-,-,-,-,6
231000,8,15,-,7,1,-,-,-,18,8,2,-,1,1,-,3,-,4,7
231010,8,7,-,3,-,1,-,-,20,4,3,-,-,2,-,-,-,-,16
231020,47,35,1,18,5,3,-,-,61,32,20,1,-,4,-,3,2,6,28
231025,44,31,2,8,1,4,-,-,38,16,8,2,-,6,-,2,-,29,33
231030,31,35,-,19,2,6,-,-,74,20,9,1,1,3,-,3,-,15,28
231040,7,12,-,2,-,4,-,-,17,8,1,-,-,1,-,1,1,4,16
231050,57,43,1,14,7,7,-,-,73,26,12,3,4,8,-,2,1,49,36
231060,7,14,1,3,1,1,-,-,19,12,5,-,-,4,-,-,1,1,4
231070,50,41,1,15,4,7,-,-,71,27,6,1,3,7,-,3,1,32,34
231080,9,13,2,10,3,4,-,-,32,7,5,-,1,5,1,2,1,6,19
231085,21,31,-,9,1,4,-,-,33,20,5,1,-,4,-,6,-,24,31
231090,19,23,-,6,3,1,-,-,33,15,5,1,1,2,-,2,-,6,10
231095,12,11,-,2,1,2,-,-,25,8,-,1,-,2,-,2,-,1,7
231100,7,11,3,12,5,1,-,-,34,12,3,-,-,1,-,1,-,2,10
231110,7,17,3,12,5,3,-,-,25,9,5,1,1,5,1,1,1,1,17
231120,9,13,-,3,1,-,-,-,19,6,3,-,-,-,1,1,1,4,5
231123,2,6,-,2,-,-,-,-,4,1,2,1,-,-,-,1,-,5,7
231126,21,22,2,8,4,6,-,-,48,17,5,-,-,3,1,2,1,8,22
231130,119,81,3,20,5,16,-,-,82,56,21,3,4,8,1,14,9,109,83
231135,23,18,1,6,1,5,-,-,24,17,5,1,-,3,-,3,1,9,17
231140,130,92,5,34,23,21,-,-,127,63,21,3,5,15,1,10,6,4,63
231150,19,28,1,4,1,3,-,-,35,14,4,1,-,3,-,2,1,5,25
231160,53,20,1,10,-,8,-,-,61,34,8,3,-,3,-,-,3,16,31
231170,31,32,1,8,-,1,-,-,50,9,4,4,2,2,-,1,1,9,16
231180,90,89,5,47,9,18,-,-,89,56,13,6,2,12,-,4,-,11,66
231190,12,14,-,10,1,9,-,-,31,14,4,-,1,4,-,1,-,2,21
231195,11,14,-,9,3,2,-,-,46,7,5,1,1,-,-,3,1,6,20
231220,30,35,1,18,-,3,-,-,123,41,9,2,1,6,-,2,4,5,37
231200,37,27,4,13,3,7,-,-,46,22,10,2,-,4,-,10,1,20,30
231210,20,13,1,10,-,1,-,-,35,8,4,2,1,5,-,2,-,1,7
231230,54,47,4,27,8,8,-,-,114,21,20,-,3,12,2,6,1,6,51
231240,72,63,1,8,3,10,-,-,76,32,14,-,2,8,-,4,2,11,53
231250,11,9,1,-,1,4,-,-,17,7,4,-,2,1,-,-,-,3,23
231260,17,20,-,4,2,2,-,-,28,11,9,1,1,-,-,-,-,7,19
231270,27,32,3,12,2,5,-,-,70,24,6,1,-,2,-,1,2,10,21
231280,6,14,1,2,-,-,-,-,12,4,1,-,-,1,-,1,-,11,4
231290,448,204,4,60,38,36,-,-,282,157,47,13,7,31,6,25,6,62,229
231300,25,35,1,12,2,2,-,-,24,22,3,-,1,1,-,1,-,5,19
231310,30,44,2,12,1,8,-,-,61,23,8,-,-,6,-,3,3,10,50
231320,21,27,2,7,-,5,-,-,50,29,9,1,1,4,-,6,1,30,23
231325,12,11,2,3,-,2,-,-,13,4,1,3,-,1,-,-,1,2,2
231330,90,55,5,45,8,11,-,-,87,33,20,-,-,10,-,7,1,23,58
231335,24,19,-,7,1,-,-,-,23,14,1,-,-,3,1,6,1,4,10
231340,117,58,1,33,11,12,-,-,157,36,26,6,4,12,-,5,2,10,73
231350,61,41,3,20,2,7,-,-,77,66,12,1,1,4,3,2,2,5,51
231355,21,16,1,4,-,1,-,-,24,15,1,-,1,1,-,1,1,14,13
231360,38,24,-,21,-,8,-,1,64,23,11,2,1,8,1,5,2,17,39
231370,7,7,-,5,-,1,-,-,19,7,2,-,-,3,-,-,-,4,7
231375,33,19,2,11,-,-,-,-,19,19,6,-,-,1,1,2,1,25,12
231380,22,16,-,6,3,3,-,-,43,18,8,1,-,5,-,1,2,4,17
231390,14,16,2,5,-,1,-,-,19,9,3,-,-,2,2,2,-,-,5
231395,27,24,-,7,1,6,-,-,35,30,5,2,1,5,-,-,1,3,19
231400,47,52,2,23,4,9,-,-,87,32,10,2,-,6,-,3,2,15,28
231410,81,41,5,31,24,11,-,-,128,33,19,2,5,5,2,4,3,7,59
230000,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-
240010,10,19,-,16,1,5,-,-,34,13,6,2,1,3,-,-,-,3,6
240020,105,56,2,32,7,8,-,1,85,48,22,4,-,9,1,5,1,22,47
240030,11,6,1,6,2,-,-,-,20,3,3,1,-,1,-,-,-,1,5
240040,5,7,-,1,1,1,-,-,5,1,-,1,-,-,-,1,-,-,2
240050,13,25,-,7,3,3,-,-,37,12,2,-,3,1,-,-,-,4,9
240060,8,2,1,1,-,1,-,-,4,3,1,-,-,1,-,-,-,3,5
240070,14,10,-,10,-,4,-,-,19,8,1,1,2,1,-,1,-,3,15
240080,8,13,-,6,3,2,-,-,33,9,3,-,1,5,-,1,-,2,11
240090,2,11,-,2,-,3,-,-,19,7,2,-,1,2,-,3,-,-,7
240100,58,38,1,23,5,7,-,-,61,32,10,-,3,6,-,1,-,2,32
240110,65,28,3,31,8,3,-,-,56,17,14,3,1,3,1,2,-,10,29
240120,12,12,1,17,4,2,-,-,28,5,1,-,-,-,-,1,-,3,9
240130,3,9,1,7,2,2,-,-,21,7,2,-,-,4,-,2,-,3,7
240140,10,7,1,6,-,1,-,-,23,3,4,-,-,4,-,-,-,3,4
240145,21,28,2,10,4,4,-,-,39,13,4,1,-,3,-,3,-,8,20
240150,7,6,-,4,-,-,-,-,12,2,2,-,-,1,-,-,-,1,4
240160,4,2,-,2,-,-,-,-,9,2,1,-,-,1,-,1,-,-,1
240165,-,3,-,-,-,1,-,-,5,-,2,-,-,-,-,1,-,-,-
240170,9,12,-,9,1,-,-,-,21,8,4,1,1,-,-,1,-,2,10
240180,8,10,-,8,-,1,-,-,30,5,3,1,2,2,-,3,-,13,12
240185,7,2,-,7,1,2,-,-,14,6,3,-,-,-,-,-,-,1,-
240190,3,7,-,4,-,-,-,-,6,2,1,-,-,1,-,-,-,-,2
240200,79,73,3,35,8,15,-,-,109,48,21,1,7,17,2,2,1,49,55
240210,11,7,1,7,-,-,-,-,25,5,1,-,-,2,-,2,-,4,3
240220,27,19,-,13,-,2,-,-,63,15,10,1,-,2,-,6,1,13,36
240230,12,20,3,11,1,3,-,-,63,24,4,-,-,2,1,-,-,18,16
240240,8,11,-,6,1,5,-,-,6,8,3,-,-,-,-,1,-,2,7
240250,8,6,2,3,1,4,-,-,22,12,1,-,-,1,-,-,-,4,9
240260,75,56,2,38,1,15,-,-,153,38,24,3,9,16,-,6,6,12,61
240270,10,11,2,2,1,1,-,-,14,3,2,2,2,1,1,-,-,1,6
240280,3,5,-,-,1,-,-,-,14,3,5,-,-,1,-,1,-,3,3
240290,3,6,1,2,-,1,-,-,7,3,1,-,-,-,-,1,1,-,5
240300,10,16,1,8,1,1,-,-,19,10,1,-,1,1,-,1,-,1,3
240310,40,66,2,22,2,7,-,-,93,49,11,1,2,13,1,2,4,10,24
240320,8,9,-,1,1,2,-,-,19,4,1,1,-,1,-,-,-,-,6
240330,11,6,1,4,2,1,-,-,17,4,2,-,-,2,-,-,1,2,5
240340,1,2,-,1,-,-,-,-,12,1,3,-,-,2,-,1,1,2,3
240350,7,7,-,7,-,1,-,-,12,4,4,-,-,2,-,1,-,4,5
240360,50,23,4,11,6,14,-,-,77,17,14,2,3,7,2,8,-,5,64
240370,9,2,-,2,-,5,-,-,13,5,4,-,-,-,-,-,-,-,6
240375,2,4,1,2,1,1,-,-,9,3,1,-,-,-,-,1,-,3,1
240380,8,11,-,5,1,3,-,-,20,10,5,-,2,3,-,1,2,1,4
240390,1,4,-,1,1,1,-,-,6,2,1,-,-,1,-,-,-,2,6
240400,2,8,-,2,1,-,-,-,7,1,5,-,-,-,1,1,-,2,6
240410,1,4,-,-,-,-,-,-,6,1,1,-,-,-,-,2,-,1,1
240420,19,25,1,28,2,2,-,-,50,13,6,1,6,2,1,4,2,4,27
240430,19,15,-,12,-,1,-,-,24,12,6,-,-,3,-,2,-,9,15
240440,7,9,-,3,-,1,-,-,24,7,1,-,1,1,-,-,-,7,5
240450,32,14,1,6,-,1,-,-,34,9,5,-,-,2,-,2,-,3,11
240460,7,11,-,12,1,-,-,-,16,4,2,-,1,2,-,1,-,-,13
240470,16,22,-,10,2,1,-,-,19,10,5,-,-,2,-,4,2,8,13
240480,-,-,-,-,1,-,-,-,6,2,-,-,-,-,-,-,-,-,-
240485,6,6,-,4,-,3,-,-,7,7,1,-,-,-,-,1,-,4,3
240490,9,2,-,4,1,4,-,-,10,7,1,-,-,-,1,-,-,1,4
240500,6,14,1,3,3,4,-,-,13,6,1,-,-,1,-,1,-,1,6
240510,5,2,1,4,-,-,-,-,8,4,3,1,-,-,-,-,-,1,5
240520,5,6,-,1,1,-,-,-,15,6,1,-,-,2,-,-,-,-,8
240530,7,9,3,7,-,2,-,-,12,6,2,-,-,-,-,1,-,4,5
240540,5,15,-,3,-,-,-,-,3,2,-,-,1,-,-,-,-,4,10
240550,-,2,-,2,1,-,-,-,7,1,-,-,-,-,-,-,-,-,1
240560,29,13,-,8,1,-,-,-,34,10,2,-,2,1,-,1,3,5,14
240570,12,25,4,2,-,3,-,-,19,16,2,2,1,5,-,1,-,3,12
240580,28,28,-,36,1,2,-,-,72,19,10,1,2,5,-,5,3,13,29
240590,2,1,-,1,-,1,-,-,3,2,1,1,-,2,-,-,-,-,8
240600,4,10,2,5,2,1,-,-,22,4,6,-,-,-,-,1,-,-,5
240610,28,26,1,5,2,2,-,-,37,15,11,-,4,5,-,2,2,4,18
240615,2,2,-,2,-,1,-,-,8,2,1,-,1,-,-,-,-,-,3
240620,8,2,-,2,-,-,-,-,13,2,2,1,-,1,-,2,1,9,7
240630,5,7,-,2,-,1,-,-,20,3,1,-,-,1,-,-,-,4,9
240640,2,4,-,1,-,-,-,-,5,5,2,-,-,-,-,1,-,1,5
240650,6,23,3,8,1,4,-,-,22,5,7,-,-,4,1,2,1,1,10
240660,5,12,-,5,-,2,-,-,16,3,2,-,-,1,-,1,-,1,10
240670,3,11,-,10,-,2,-,-,26,6,4,1,-,2,-,-,1,-,5
240680,3,7,-,3,-,1,-,-,9,2,3,-,1,2,-,-,1,-,3
240690,1,2,-,-,-,-,-,-,5,5,1,-,-,1,-,-,-,1,3
240700,7,12,-,5,2,8,-,-,19,5,5,-,3,2,-,2,-,1,5
240710,111,75,2,56,5,8,-,-,120,39,25,4,3,16,-,10,4,16,83
240720,30,17,-,15,2,3,-,-,39,11,6,2,-,1,-,1,-,2,15
240725,2,7,-,1,-,3,-,-,14,5,2,-,-,-,-,-,-,1,3
240730,3,11,-,1,1,1,-,-,12,12,-,-,1,8,-,1,1,4,6
240740,4,5,2,6,1,-,-,-,19,9,2,2,2,3,-,2,-,-,10
240750,8,10,-,5,-,1,-,-,17,4,7,-,-,3,-,2,2,2,12
240760,9,3,-,1,1,-,-,-,9,3,1,-,-,-,-,-,1,-,6
240770,7,7,-,10,3,3,-,-,18,7,3,1,4,2,-,1,-,9,10
240780,11,18,3,16,5,1,-,-,40,15,5,1,1,3,-,2,-,6,28
240790,2,2,-,2,-,-,-,-,9,-,1,2,-,2,-,-,-,2,4
240800,354,329,11,154,28,45,-,-,441,212,97,12,1,35,6,19,11,57,286
240810,1345,1011,25,319,45,199,-,3,1460,525,308,33,53,187,6,60,51,147,569
240820,18,23,-,5,3,4,-,-,34,13,11,1,5,3,-,3,-,4,25
240830,41,38,2,23,4,12,-,-,63,26,13,3,4,5,-,5,1,28,24
240840,-,9,-,3,-,1,-,-,10,5,2,2,1,-,-,-,-,1,-
240850,2,5,-,1,1,1,-,-,9,5,1,-,-,-,-,-,-,1,3
240860,2,2,-,2,-,1,-,1,3,5,4,-,-,-,-,-,-,-,2
240870,5,6,-,-,-,-,-,-,6,5,1,-,-,2,1,-,-,2,-
240880,2,3,-,4,-,-,-,-,5,3,2,-,-,1,-,-,1,3,3
240890,13,33,-,12,2,6,-,-,49,28,6,1,-,9,-,-,1,8,18
240325,254,220,3,73,7,52,-,1,302,104,66,13,21,38,2,24,17,21,139
240910,4,7,-,17,-,1,-,-,18,4,1,2,1,1,-,1,-,3,14
240920,2,6,1,1,-,-,-,-,5,-,2,-,-,-,-,-,-,4,4
240930,16,13,1,5,-,2,-,-,26,9,9,1,3,1,1,-,1,2,9
240940,24,36,3,14,8,5,-,-,58,28,13,1,-,10,1,2,4,3,18
240950,2,2,-,2,-,-,-,-,4,1,1,-,-,-,-,-,-,1,-
240960,-,-,1,1,1,-,-,-,6,1,-,-,-,-,1,-,-,-,1
240970,1,9,-,3,-,1,-,-,14,5,1,-,-,1,-,-,-,2,2
240980,7,8,-,10,-,2,-,-,30,7,8,-,-,-,-,-,1,1,12
240990,26,12,-,7,1,-,-,-,22,22,5,-,-,5,-,3,-,-,10
241000,4,6,-,2,-,-,-,-,5,-,-,-,-,-,-,1,-,-,6
241010,10,12,1,15,2,2,-,-,16,5,2,-,-,2,-,1,-,5,8
241020,4,18,-,4,-,1,-,-,18,7,3,-,-,2,-,2,-,-,8
241025,5,5,-,1,2,-,-,-,11,2,2,-,-,-,-,-,-,2,7
241040,6,6,-,9,-,3,-,-,15,5,4,1,1,1,-,2,-,3,3
241050,4,6,-,2,-,1,-,-,18,9,1,2,1,2,-,-,-,-,8
241060,1,7,-,4,-,3,-,-,11,5,-,-,-,-,-,-,1,1,8
241070,4,3,-,1,-,1,-,-,9,1,1,-,1,2,-,-,-,-,1
241080,-,5,-,4,1,2,-,-,7,4,2,1,-,1,-,-,-,-,4
241090,3,7,-,4,-,1,-,-,14,5,-,-,-,2,-,1,-,4,5
240895,7,12,-,11,1,3,-,-,22,5,3,-,2,-,-,-,-,2,12
241100,5,6,-,3,-,-,-,-,10,4,-,-,-,1,1,3,-,2,1
241110,1,-,-,-,-,-,-,-,2,-,-,-,1,-,-,1,-,-,1
241120,41,49,-,10,4,7,-,-,76,26,6,-,3,8,-,4,3,8,25
240933,6,6,-,4,-,-,-,-,6,3,-,-,-,-,-,-,-,-,1
241140,7,14,2,6,1,3,-,-,34,11,4,1,-,2,-,2,1,3,11
241142,1,-,-,2,1,-,-,-,2,2,-,-,-,2,-,1,-,-,-
241150,27,18,4,16,-,3,-,-,47,11,3,4,-,2,-,1,2,4,11
241160,1,2,-,-,-,-,-,-,5,1,2,-,-,-,-,-,-,-,2
241170,4,4,-,-,-,-,-,-,5,2,-,-,-,1,-,-,2,1,2
241180,2,4,-,2,-,2,-,-,5,6,-,-,-,2,1,-,1,-,1
241190,2,7,-,3,2,-,-,-,11,3,5,-,3,2,-,2,-,-,1
241200,100,101,2,31,6,9,-,-,157,50,21,5,2,22,-,14,6,17,85
241210,7,8,-,4,-,1,-,-,15,4,4,-,-,-,-,-,-,5,3
241220,43,42,1,16,-,6,-,1,86,23,19,1,8,13,-,8,4,22,56
241230,12,13,-,10,1,2,-,-,20,8,4,-,1,-,-,1,-,3,13
241240,2,8,-,2,-,-,-,-,11,3,-,-,1,-,-,1,2,1,4
241250,24,32,1,20,2,5,-,-,61,17,13,1,4,6,1,-,3,2,19
241255,14,5,-,7,-,-,-,-,15,2,2,-,-,3,-,1,-,2,9
241260,21,18,2,13,2,4,-,-,43,10,3,-,1,2,-,4,1,3,8
241270,7,9,-,1,-,2,-,-,14,4,1,-,-,1,-,2,1,3,6
241280,9,9,-,1,1,-,-,-,12,7,2,-,3,1,-,1,-,2,9
241290,10,2,-,8,1,2,-,-,29,4,4,1,-,1,-,4,-,6,15
241300,1,7,-,4,1,2,-,-,17,4,2,-,1,1,-,-,-,3,4
241310,2,6,-,1,3,1,-,-,10,4,1,-,-,1,-,-,-,1,6
241320,1,5,-,1,-,3,-,-,4,-,1,-,1,-,-,2,1,2,1
241030,9,11,-,7,-,-,-,-,16,6,3,1,-,2,-,1,-,4,7
241330,4,3,-,4,-,1,-,-,11,9,1,-,-,1,-,-,-,-,4
241335,10,12,-,6,2,2,-,-,16,5,2,1,-,-,-,1,1,8,17
241340,13,6,-,4,3,2,-,-,15,7,4,-,-,-,-,-,-,3,6
241350,1,6,3,3,1,5,-,-,16,5,4,-,-,1,-,-,-,2,3
241355,2,10,-,6,-,-,-,-,9,2,2,-,-,-,-,-,-,-,7
241360,11,10,-,6,-,1,-,-,13,2,-,-,1,2,-,-,-,1,3
241370,6,6,-,-,-,-,-,-,3,2,4,-,2,1,-,-,-,3,5
241380,4,5,-,2,-,1,-,-,4,1,2,-,-,-,-,-,-,-,1
241390,10,6,-,14,1,1,-,-,23,6,2,-,-,1,-,4,1,2,7
241400,23,24,-,9,3,3,-,-,25,6,4,-,1,2,-,1,-,4,20
241410,7,12,-,8,-,3,-,-,15,9,5,2,-,4,-,4,1,-,6
241415,-,6,1,5,-,-,-,-,14,5,1,1,-,-,-,-,-,1,1
241105,9,7,-,2,-,2,-,-,12,6,2,-,-,1,-,1,1,2,8
241420,8,8,1,7,2,1,-,-,27,11,4,1,-,-,-,1,1,2,19
241430,3,3,-,1,-,1,-,-,4,5,1,-,-,1,-,-,-,-,1
241440,32,24,-,24,2,4,-,-,53,14,14,1,1,4,-,3,2,8,23
241445,2,-,-,2,-,-,-,-,9,5,1,1,-,-,-,-,-,4,-
241450,14,13,1,10,1,-,-,-,18,9,6,-,-,1,-,-,-,-,26
241460,13,9,1,6,3,4,-,-,30,9,7,1,-,-,-,3,-,3,10
241470,7,7,-,2,1,1,-,-,10,3,2,-,-,1,-,1,1,4,5
241475,4,2,1,1,-,1,-,-,8,2,1,-,-,-,-,1,-,1,2
241480,10,10,-,12,1,4,-,-,32,4,3,-,2,1,-,2,1,5,22
241490,2,3,-,-,-,1,-,-,2,-,2,1,-,-,-,-,-,-,3
241500,2,1,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-
240000,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
250010,7,7,2,8,-,-,-,-,27,7,4,-,-,3,1,1,2,2,5
250020,1,5,-,2,2,1,-,-,11,6,-,-,1,-,-,-,-,5,7
250030,34,38,2,24,1,6,-,-,70,22,11,1,2,9,-,3,-,15,18
250040,12,17,-,19,3,2,-,-,28,15,8,1,-,2,-,2,3,24,12
250050,19,5,-,10,3,5,-,-,29,13,9,1,-,4,-,-,-,3,12
250053,1,4,-,3,-,-,-,-,8,3,-,-,1,1,-,-,-,3,4
250057,2,1,-,1,-,1,-,-,6,3,-,-,-,-,-,-,-,2,4
250060,28,8,1,7,3,1,-,-,39,5,3,-,1,1,-,1,2,3,14
250073,2,1,-,1,-,-,-,-,6,1,2,1,-,1,-,-,-,1,1
250077,10,7,-,8,-,-,-,-,16,7,2,1,-,2,-,1,-,6,7
250080,10,18,-,7,-,4,-,-,24,12,9,1,-,1,-,-,-,16,10
250090,15,13,-,15,-,2,-,-,31,8,3,-,-,2,-,-,1,19,8
250100,16,16,-,18,2,2,-,-,32,15,5,1,-,2,-,2,2,10,14
250110,8,22,2,17,-,2,-,-,40,11,8,1,1,7,1,-,1,56,17
250115,1,2,-,-,-,-,-,-,2,-,1,-,-,-,-,1,-,1,1
250120,2,9,1,8,1,1,-,-,12,6,2,-,-,2,1,-,-,1,3
250130,8,24,1,13,-,2,-,-,37,17,6,1,-,4,-,1,2,18,15
250135,1,3,-,1,-,1,-,-,6,3,1,-,-,1,-,1,3,4,3
250140,14,2,-,2,-,2,-,-,22,2,5,-,-,2,1,2,-,3,3
250150,4,15,1,17,2,4,-,-,58,16,5,1,3,1,-,4,1,3,12
250153,1,2,-,-,-,-,-,-,4,4,-,-,-,1,-,-,-,9,3
250160,3,20,2,4,2,4,-,-,22,8,4,1,-,3,1,2,-,9,9
250157,5,9,-,3,-,-,-,-,15,6,2,-,-,1,-,2,-,21,10
250170,-,6,-,2,-,1,-,-,4,2,1,-,-,1,-,-,-,12,1
250180,140,86,3,66,4,15,-,-,184,72,29,3,2,17,2,11,6,38,98
250190,26,11,-,17,-,2,-,-,44,13,3,-,-,6,-,1,-,16,14
250200,5,10,-,10,-,2,-,-,11,8,1,-,-,2,-,-,-,2,8
250205,1,2,-,3,-,1,-,-,4,2,-,-,-,-,1,-,-,-,1
250210,5,6,-,-,-,-,-,-,4,7,-,-,-,1,-,-,-,7,4
250215,3,14,-,5,1,-,-,-,21,4,-,-,1,2,-,-,-,3,2
250220,6,5,-,-,-,4,-,-,7,1,2,1,-,-,-,1,-,2,4
250230,2,8,-,1,-,3,-,-,8,8,3,-,-,-,-,2,-,6,5
250240,16,5,-,7,1,2,-,-,23,9,1,-,-,-,-,-,1,3,7
250250,23,22,-,10,1,1,-,-,28,14,7,-,1,4,-,4,-,21,15
250270,1,3,-,-,-,-,-,-,11,5,-,-,-,1,-,-,-,6,3
250280,12,16,-,11,-,1,-,-,23,17,6,-,-,3,1,1,-,6,20
250290,2,5,-,2,-,3,-,-,18,3,3,1,-,-,-,1,1,5,8
250300,25,11,-,17,1,2,-,-,39,11,9,2,-,1,1,4,1,9,22
250310,-,4,-,-,-,2,-,-,16,4,1,-,1,-,-,-,-,7,6
250320,108,57,1,33,4,8,-,-,119,52,26,1,2,15,1,12,5,13,37
250330,11,12,-,1,1,2,-,-,23,9,4,-,-,-,-,3,-,3,6
250340,1,4,-,1,-,-,-,-,3,2,2,1,-,-,-,-,-,1,4
250350,22,26,-,15,-,-,-,-,29,11,6,1,-,1,1,1,1,17,13
250355,3,6,1,1,-,-,-,-,8,6,1,-,-,-,-,-,1,18,5
250360,9,7,-,3,-,-,-,-,9,7,2,-,1,1,-,1,-,5,5
250370,119,69,2,21,7,17,-,-,97,42,24,3,-,8,1,13,1,77,41
250375,1,4,-,2,-,-,-,-,3,4,1,-,-,-,-,-,-,-,-
250380,5,11,-,4,-,3,-,-,10,6,3,1,-,1,-,-,2,8,4
250390,7,5,-,2,-,-,-,-,14,5,-,-,-,2,-,3,-,3,5
250400,471,527,10,403,42,104,-,-,806,256,107,8,2,138,6,46,34,113,214
250403,10,5,-,1,-,-,-,-,21,10,1,1,1,2,-,-,-,-,4
250407,2,3,-,1,-,1,-,-,7,1,-,-,-,1,-,1,-,8,4
250410,3,3,-,-,-,-,-,-,6,5,2,-,-,1,-,-,-,-,1
250415,5,5,-,12,-,-,-,-,15,7,5,2,-,1,-,-,-,3,4
250420,2,4,-,3,1,1,-,-,6,6,1,-,-,2,-,-,-,2,5
250430,33,43,-,20,5,3,-,-,48,17,12,1,-,2,-,3,-,10,45
250435,7,10,-,4,-,5,-,-,11,1,3,-,-,-,-,-,1,1,1
250440,20,10,-,4,-,3,-,-,27,21,7,2,-,2,-,-,1,31,11
250450,14,8,-,5,-,-,-,-,14,10,3,-,-,-,-,-,-,20,10
250460,25,18,-,11,3,3,-,-,40,16,14,-,-,3,-,3,-,3,27
250470,4,10,-,7,1,-,-,-,13,5,3,-,-,2,-,1,-,4,7
250480,19,11,2,4,-,-,-,-,28,16,4,-,-,1,-,-,1,18,14
250485,2,5,1,-,-,-,-,-,5,3,1,-,-,1,-,1,-,-,1
250490,23,5,-,7,1,2,-,-,29,6,7,1,1,8,-,1,-,9,22
250500,7,3,-,5,-,-,-,-,14,4,1,1,-,3,-,1,-,3,11
250510,9,20,1,10,1,4,-,-,43,16,4,1,1,9,-,4,-,4,12
250523,7,3,-,5,-,1,-,-,7,8,2,1,-,2,-,2,-,4,6
250520,9,5,-,5,1,-,-,-,22,5,1,-,-,4,1,1,-,3,2
250527,7,5,-,12,-,1,-,-,11,5,3,-,-,-,-,2,-,2,2
250530,-,2,-,-,-,-,-,-,4,3,1,-,-,1,-,-,-,1,1
250535,2,3,-,4,2,1,-,-,4,2,1,1,-,-,-,-,-,4,3
250540,5,9,1,3,-,1,-,-,11,7,4,1,-,1,-,1,-,5,9
250560,6,7,-,-,1,-,-,-,10,5,2,-,-,1,-,-,2,4,4
250570,7,11,-,9,1,2,-,-,22,12,2,-,-,3,-,3,-,4,5
250580,3,2,-,3,-,3,-,-,6,2,2,1,-,1,-,-,-,-,4
250590,4,1,-,1,-,1,-,-,6,4,2,-,-,-,-,-,-,5,-
250600,20,32,1,21,4,5,-,-,61,22,14,-,1,13,-,4,2,15,29
250610,6,10,1,3,-,2,-,-,19,6,4,-,-,5,1,2,-,33,13
250620,-,2,-,1,-,1,-,-,3,4,3,-,-,-,-,-,-,-,2
250625,4,5,-,5,1,-,-,-,14,3,1,-,1,2,-,-,1,3,6
250630,80,44,2,59,13,21,-,-,157,50,27,3,-,21,1,4,2,2,35
250640,8,20,-,5,-,1,-,-,32,18,2,-,-,3,1,1,-,8,7
250650,4,6,-,1,-,-,-,-,5,1,4,-,-,-,-,1,-,-,4
250660,3,5,-,2,-,-,-,-,21,5,-,-,-,3,-,-,-,5,7
250260,5,1,1,2,-,-,-,-,7,9,2,-,-,1,-,1,-,10,3
250670,12,5,-,7,1,-,-,-,23,4,6,1,1,-,-,1,1,1,11
250680,21,16,-,10,1,5,-,-,37,11,4,1,2,6,-,1,1,8,15
250690,38,16,3,21,1,1,-,-,47,23,8,3,4,8,-,6,2,8,20
250700,27,22,-,4,1,3,-,-,51,16,11,1,-,4,-,-,1,15,19
250710,19,9,1,13,-,2,-,-,29,20,6,1,3,2,-,3,1,15,22
250720,6,12,-,4,-,2,-,-,18,6,2,-,-,3,-,1,-,8,7
250730,18,13,1,13,3,-,-,-,29,12,3,-,-,2,-,1,-,2,18
250740,7,12,-,6,-,2,-,-,22,9,1,-,-,2,-,-,-,2,5
