municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
260140,10,29,-,40,4,1,-,-,109,15,11,-,-,7,-,3,1,7,29
260150,2,4,2,9,2,1,-,-,32,6,2,-,-,-,-,-,1,6,12
260160,4,15,1,2,3,-,-,-,29,5,1,-,-,1,-,6,2,13,19
260170,20,77,5,96,8,13,-,-,152,42,36,1,1,3,1,13,4,37,54
260180,1,8,1,4,-,1,-,-,20,5,-,-,-,-,-,2,2,1,8
260190,22,63,3,45,2,5,-,-,148,43,19,2,1,8,-,5,2,85,52
260200,5,24,1,8,4,2,-,-,41,14,4,2,2,-,-,7,1,11,18
260210,13,18,1,31,8,2,-,-,65,31,11,1,1,4,1,4,5,86,25
260220,9,26,-,20,1,-,-,-,103,24,12,-,-,5,-,2,2,3,30
260230,13,25,2,30,4,1,-,-,87,21,17,-,-,7,-,6,-,25,19
260240,5,8,-,3,-,-,-,-,28,6,6,-,-,1,-,2,1,8,5
260250,1,6,-,10,1,-,-,-,17,2,3,-,-,-,-,1,2,2,8
260260,7,41,1,23,4,1,-,-,89,23,7,1,-,5,-,4,-,12,41
260270,5,6,-,9,-,-,-,-,23,4,5,-,1,-,-,-,-,11,9
260280,4,16,2,9,1,3,-,-,47,20,9,-,-,4,1,14,4,94,34
260290,55,131,2,100,13,14,-,-,351,120,62,5,4,24,2,28,13,15,236
260300,6,16,2,10,1,1,-,-,33,12,4,1,1,-,-,4,2,19,23
260310,4,21,1,22,2,3,-,1,58,8,7,-,-,3,-,-,3,4,16
260320,3,16,-,13,-,3,-,-,66,7,3,-,2,1,-,7,2,2,18
260330,1,3,1,7,1,-,-,-,33,7,1,1,-,-,-,2,-,5,7
260340,2,7,-,5,3,-,-,-,16,2,4,-,-,-,-,1,-,3,6
260345,41,122,1,54,8,11,-,1,263,109,43,1,4,10,1,24,7,13,115
260350,1,11,1,12,3,1,-,-,48,10,7,1,-,5,-,2,-,9,9
260360,-,4,-,5,-,1,-,-,15,7,2,-,-,1,-,2,3,1,1
260370,7,20,2,11,3,2,-,-,65,9,10,1,-,3,-,1,4,14,19
260380,2,13,-,17,5,4,-,-,24,7,3,-,-,2,1,3,1,17,19
260390,6,33,-,14,1,1,-,-,35,6,4,-,1,2,1,4,-,1,10
260392,1,4,-,3,2,3,-,-,22,3,1,-,-,-,-,8,-,4,11
260400,24,52,2,36,2,7,-,-,153,47,43,1,2,5,-,9,3,13,59
260410,71,241,8,191,34,31,-,-,556,160,105,1,7,38,3,43,21,182,274
260415,6,9,1,7,-,3,-,-,23,5,3,-,-,1,-,-,2,3,15
260420,12,22,1,26,8,-,-,-,78,14,14,1,-,2,-,6,2,24,30
260430,1,2,3,4,2,1,-,-,23,3,2,1,-,2,-,1,-,8,7
260440,3,9,-,11,1,2,-,-,19,6,4,1,-,-,1,1,2,3,9
260450,5,19,1,12,-,1,-,-,40,13,6,1,-,4,-,3,1,2,15
260460,6,13,2,18,1,3,-,-,53,15,9,1,-,4,-,3,1,3,21
260470,4,15,-,5,1,-,-,-,34,11,7,-,-,2,1,2,-,6,20
260480,2,7,-,8,-,2,-,-,30,10,4,-,-,1,1,2,-,5,9
260490,4,12,2,9,1,-,-,-,45,11,7,-,-,-,-,2,1,4,16
260500,4,10,1,29,-,1,-,-,64,13,18,-,1,2,-,1,3,14,20
260510,10,25,-,26,6,4,-,-,53,16,7,1,1,2,-,12,-,13,26
260515,-,7,-,4,-,2,-,-,27,6,1,-,-,1,-,3,-,6,5
260520,19,22,2,48,6,5,-,-,143,33,30,1,1,5,-,4,4,25,57
260530,4,28,1,15,2,2,-,-,47,10,11,1,-,1,-,7,3,2,24
260540,3,18,1,14,3,1,-,-,45,7,5,-,1,4,-,3,3,6,19
260545,-,2,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-
260550,5,1,1,8,1,-,-,-,32,4,3,-,-,-,1,-,1,8,7
260560,8,17,2,12,2,-,-,-,47,24,10,1,-,-,-,4,1,4,17
260570,6,17,-,11,-,5,-,-,52,11,3,-,1,3,-,7,4,5,31
260580,3,13,-,7,-,3,-,-,43,10,4,-,-,2,-,1,1,6,11
260590,8,13,-,16,-,1,-,-,41,12,8,-,-,-,-,3,3,5,19
260600,32,89,2,67,10,17,-,-,246,70,49,4,-,12,1,27,8,84,116
260610,7,17,2,14,1,1,-,-,50,19,13,1,-,1,-,4,-,8,26
260620,19,55,3,41,2,8,-,-,121,28,29,1,2,9,-,12,4,22,79
260630,-,6,-,-,1,-,-,-,5,4,1,-,-,-,-,2,1,1,3
260640,18,63,-,67,3,7,-,-,144,47,24,-,1,10,-,10,1,45,54
260650,2,8,3,4,-,1,-,-,17,9,6,1,-,-,-,2,3,34,14
260660,6,19,-,10,1,3,-,-,34,5,9,-,-,-,-,6,-,26,28
260670,1,3,-,4,-,-,-,-,24,3,3,-,-,-,-,1,-,2,9
260680,26,52,1,22,4,2,-,-,137,54,25,1,1,12,-,10,5,10,106
260690,4,17,2,9,-,2,-,-,34,3,3,-,-,-,-,1,1,3,10
260700,2,4,1,5,1,1,-,-,28,7,5,-,-,1,-,2,2,9,8
260710,-,3,-,1,-,1,-,-,15,2,4,-,-,-,-,-,-,1,1
260720,24,46,4,27,1,3,-,-,128,41,29,-,2,10,1,11,5,13,74
260730,5,23,-,15,2,2,-,-,52,8,7,-,-,2,-,11,3,2,21
260740,-,3,-,1,2,-,-,-,12,2,2,-,-,-,-,1,1,2,4
260750,-,6,-,4,2,2,-,-,17,3,6,1,1,2,-,5,4,65,12
260760,12,15,1,5,1,1,-,-,20,8,9,-,1,2,-,3,-,2,22
260765,12,27,1,31,5,3,-,-,63,15,10,1,-,1,-,4,3,3,27
260770,4,11,-,12,2,-,-,-,51,8,2,1,2,2,-,2,1,1,9
260775,12,17,-,10,-,-,-,-,39,17,10,1,-,2,-,2,1,1,46
260780,7,13,-,7,1,-,-,-,28,3,9,-,-,3,1,3,1,2,18
260790,201,496,22,239,22,52,-,1,1132,470,213,11,7,59,5,68,34,65,544
260795,5,10,-,21,-,-,-,-,13,3,7,-,-,1,-,1,-,1,5
260800,-,13,-,12,1,1,-,-,37,8,2,-,1,1,1,1,1,10,15
260805,3,13,1,5,-,-,-,-,12,4,4,-,2,-,-,2,-,9,5
260810,5,37,1,13,1,1,-,-,95,18,16,1,1,4,-,4,1,2,29
260820,2,10,3,18,1,1,-,-,29,13,5,-,-,1,-,4,1,1,16
260825,2,4,-,7,1,3,-,-,19,5,3,-,-,-,-,1,1,9,8
260830,6,14,-,14,1,2,-,-,35,11,7,-,3,3,-,4,-,1,17
260840,3,19,-,13,-,-,-,-,41,9,4,1,-,-,-,2,1,8,10
260845,5,7,-,2,3,-,-,-,31,6,6,-,-,3,-,-,2,1,8
260850,7,16,-,15,-,3,-,-,74,11,9,1,1,3,-,2,1,-,24
260860,4,11,-,4,3,2,-,-,29,8,4,1,-,1,-,-,1,2,3
260870,5,8,-,17,-,-,-,-,35,4,8,-,-,1,-,2,2,2,6
260875,5,10,-,4,-,-,-,-,33,15,8,-,-,2,-,3,1,10,13
260880,9,37,2,37,1,5,-,-,76,27,12,-,-,8,-,2,1,15,33
260890,19,51,3,44,6,7,-,-,111,47,25,-,1,4,-,6,3,17,52
260900,4,19,1,30,3,1,-,-,55,16,9,-,-,1,-,4,1,10,17
260910,3,14,-,7,2,1,-,-,22,9,4,-,-,-,-,3,-,-,6
260915,2,7,-,1,1,1,-,-,12,3,3,-,-,2,2,5,-,10,23
260920,1,6,3,8,1,-,-,-,17,13,7,1,-,1,1,2,-,4,16
260930,3,7,1,6,1,1,-,-,24,8,2,-,-,3,-,2,-,6,9
260940,8,44,4,27,2,2,-,-,104,33,19,-,1,5,1,3,2,18,41
260950,11,29,1,20,1,1,-,-,55,18,19,-,3,7,-,5,6,13,24
260960,145,458,10,148,9,45,-,1,857,342,135,4,5,72,3,53,25,42,393
260970,6,20,1,17,1,2,-,-,59,13,4,1,-,2,-,-,-,3,21
260980,3,5,-,1,-,-,-,-,20,2,1,-,-,-,-,5,1,25,14
260990,22,38,2,20,4,4,-,-,96,24,17,2,-,2,1,13,2,13,61
261000,25,54,4,54,4,5,-,-,151,52,28,-,-,6,-,7,4,9,43
261010,6,5,-,11,-,1,-,-,23,5,2,2,-,2,-,1,-,2,8
261020,1,11,-,21,3,4,-,-,78,13,13,-,-,3,1,4,1,3,22
261030,1,7,1,6,6,-,-,-,23,5,2,-,1,1,-,-,1,30,10
261040,6,10,-,5,-,1,-,-,26,7,5,-,1,-,1,3,1,19,16
261050,7,21,2,20,2,1,-,-,76,12,14,-,1,-,-,3,3,3,18
261060,12,24,1,18,4,3,-,-,69,32,16,1,-,4,-,7,2,5,38
261070,93,275,6,88,4,32,-,-,514,214,92,4,4,37,4,35,15,27,217
261080,5,12,1,12,3,1,-,-,53,14,3,1,1,2,-,4,5,5,14
261090,9,65,-,44,3,10,-,-,148,41,32,2,-,7,2,10,6,46,74
261100,6,12,-,13,4,4,-,-,60,14,9,2,1,3,-,8,2,8,20
261110,48,164,13,58,11,18,-,-,271,84,44,2,1,22,5,46,25,207,216
261120,3,9,-,10,2,1,-,-,28,10,3,-,-,2,-,-,-,4,7
261130,5,21,-,19,2,2,-,-,51,17,5,1,1,5,-,1,2,2,17
261140,4,7,-,4,-,2,-,-,21,9,-,1,-,1,-,-,-,2,9
261150,6,5,-,14,-,-,-,-,28,6,3,-,-,4,-,-,1,45,29
261153,1,9,-,5,-,2,-,-,8,7,2,1,-,-,-,-,2,2,4
261160,582,1728,41,633,41,235,-,4,3110,1435,610,20,34,259,11,169,82,95,1510
261170,1,17,-,17,1,3,-,-,42,8,3,-,-,2,-,1,2,16,6
261180,18,37,1,30,4,2,-,-,100,29,17,-,-,5,-,5,3,5,40
261190,8,13,1,13,-,-,-,-,35,9,6,-,1,-,-,2,1,1,10
261200,1,11,-,3,1,2,-,-,24,6,4,-,-,1,-,-,1,13,8
261210,-,4,1,-,-,3,-,-,13,1,2,-,-,-,-,1,-,1,4
261220,13,46,1,22,7,4,-,-,80,20,7,1,-,3,1,12,2,39,36
261230,4,12,2,22,1,-,-,-,39,8,3,-,-,2,-,1,-,6,14
261240,3,29,1,12,6,-,-,-,41,16,9,-,1,-,-,3,-,6,16
261245,1,15,2,8,1,-,-,-,22,5,2,-,-,-,-,2,2,5,15
261247,-,7,-,4,2,2,-,-,28,7,2,-,-,2,1,4,3,3,19
261250,15,44,3,34,2,8,-,-,101,36,18,1,-,5,-,13,7,32,78
261255,3,5,-,10,1,1,-,-,28,7,3,-,-,1,-,3,-,3,10
261260,5,10,2,8,-,1,-,-,41,6,8,-,-,1,1,11,6,54,32
261270,2,8,2,9,1,-,-,-,35,9,6,2,1,1,-,4,1,12,20
261280,1,4,1,5,-,-,-,-,25,4,6,-,-,1,-,4,3,2,6
261290,3,11,1,12,2,2,-,-,24,9,6,-,-,-,-,3,-,-,8
261300,8,43,1,35,5,4,1,-,99,36,15,1,1,3,-,5,-,29,30
261310,4,25,4,27,3,2,-,-,92,25,11,-,4,3,1,8,4,25,33
261320,3,8,1,2,1,-,-,-,29,13,4,-,-,4,-,5,-,6,21
261330,6,18,-,21,2,4,-,1,39,12,9,1,1,4,1,2,2,13,12
261340,3,10,1,18,1,2,-,-,44,8,6,1,-,2,-,2,1,1,21
261350,5,23,1,13,3,4,-,-,65,11,8,-,-,4,-,5,3,8,23
261360,11,24,2,26,3,1,-,-,85,17,14,1,1,4,-,3,1,16,19
261370,33,69,3,38,4,7,-,1,182,67,43,2,-,15,2,10,5,16,71
261380,4,8,-,10,1,5,-,-,41,9,5,-,-,1,-,3,1,3,7
261390,17,65,2,27,10,2,-,-,181,34,22,1,-,5,2,15,3,29,74
261400,3,16,1,8,-,2,-,-,18,15,2,-,1,3,-,3,-,6,4
261410,10,34,3,23,4,3,-,-,55,15,10,-,-,2,1,5,1,50,32
261420,6,23,-,9,4,-,-,-,71,27,12,-,-,2,1,7,3,9,25
261430,-,5,-,2,1,-,-,-,10,6,4,-,1,-,-,4,1,1,6
261440,2,7,-,3,-,-,-,-,7,3,2,-,-,-,-,1,-,-,2
261450,18,66,5,27,2,9,-,-,143,47,14,2,-,8,-,7,2,9,35
261460,5,30,1,25,3,1,-,-,72,16,11,1,1,1,-,7,2,2,26
261470,-,8,2,9,1,-,-,-,23,7,4,-,-,1,-,1,2,9,11
261480,-,7,4,10,1,-,-,-,28,9,-,-,-,1,-,7,3,33,11
261485,3,14,1,8,-,-,-,-,35,10,6,1,-,-,-,2,1,4,13
261500,3,13,-,19,1,-,-,-,25,15,3,-,-,3,-,3,-,19,24
261510,1,6,-,3,2,-,-,-,12,4,4,-,-,-,-,2,1,3,7
261520,4,14,-,1,-,-,-,-,8,1,2,-,-,1,-,3,1,4,3
261530,16,52,1,53,-,2,-,-,140,47,31,1,2,6,-,4,7,8,37
261540,2,20,1,25,-,2,-,-,51,14,13,-,3,-,-,5,4,3,39
261550,4,9,1,7,2,2,-,-,27,9,6,-,-,2,1,2,-,-,9
261560,5,16,1,11,4,2,-,-,30,9,8,-,-,3,-,7,2,32,34
261570,4,19,4,10,2,2,-,-,49,8,5,-,1,1,-,1,2,3,11
261580,2,17,1,8,-,1,-,-,24,6,1,-,-,3,-,7,-,31,11
261590,2,12,-,14,-,-,-,-,16,2,6,-,-,1,-,2,-,3,7
261600,4,14,-,8,3,1,-,-,21,9,6,-,-,-,-,4,2,11,10
261610,2,2,-,1,-,-,-,-,17,3,4,-,-,1,1,1,-,10,6
261618,3,7,-,6,-,-,-,-,12,8,3,1,-,-,-,2,-,8,9
261620,2,21,1,16,1,-,-,-,29,6,7,-,1,1,-,6,3,8,18
261630,10,17,2,9,2,3,-,-,60,10,15,-,-,2,1,2,1,-,21
261640,41,100,4,100,14,13,-,-,306,71,62,1,-,13,1,20,7,9,125
261650,7,8,1,15,-,2,-,-,36,16,10,-,-,4,-,3,2,7,16
270010,5,18,1,9,2,1,-,-,38,6,3,-,-,1,-,4,1,9,10
270020,3,11,-,10,1,-,-,-,24,7,10,-,-,-,-,3,1,7,11
270030,52,90,3,97,12,5,-,-,298,74,73,3,3,11,3,37,20,309,298
270040,9,22,1,18,-,-,-,-,57,29,9,-,-,5,-,8,1,11,53
270050,4,5,-,3,1,-,-,-,17,4,7,-,-,-,-,3,-,5,8
270060,-,1,-,3,-,1,-,-,7,3,1,-,-,-,-,-,1,3,5
270070,1,8,-,3,-,-,-,-,16,3,3,-,-,-,-,6,2,3,10
270080,-,3,-,2,-,-,-,-,15,2,4,-,-,-,-,-,-,5,6
270090,-,1,-,1,-,-,-,-,4,1,-,-,-,-,-,1,-,-,4
270100,6,17,-,13,1,3,-,-,45,7,11,1,-,2,-,2,-,-,26
270110,4,4,-,3,1,-,-,-,13,6,4,-,1,-,-,4,1,-,11
270120,2,14,2,2,-,1,-,-,17,14,3,-,-,-,-,3,-,5,10
270130,8,5,-,13,1,-,-,-,36,7,9,-,-,-,-,6,1,2,18
270135,1,4,2,7,-,-,-,-,8,7,5,-,-,-,1,-,-,2,2
270140,6,24,1,13,5,2,-,-,58,14,12,-,1,1,1,6,1,7,26
270150,-,3,-,1,1,1,-,-,15,4,2,-,-,-,-,1,1,3,2
270160,7,11,-,6,1,-,-,-,27,4,3,-,-,-,1,2,2,3,8
270170,7,9,-,7,2,2,-,-,33,10,3,-,-,3,-,4,1,1,22
270180,3,3,-,4,1,-,-,-,9,4,4,-,-,1,-,-,-,-,7
270190,-,3,1,3,-,3,-,-,11,5,2,1,-,-,-,-,-,-,2
270200,4,5,1,9,-,2,-,-,18,8,8,-,1,-,-,1,-,8,4
270210,7,8,-,11,2,-,-,-,34,18,7,-,-,-,-,5,2,1,13
270220,1,2,-,3,2,1,-,-,13,3,-,-,-,-,-,2,1,3,10
270230,5,20,2,21,1,2,-,-,65,20,29,-,2,2,-,12,4,25,65
270235,1,5,-,1,1,2,-,-,23,4,6,-,-,1,-,2,1,47,20
270240,4,22,3,29,2,4,-,-,80,14,4,-,1,6,-,10,2,40,57
270250,1,12,-,4,1,2,-,-,26,3,2,-,-,1,-,1,2,3,8
270255,2,7,1,5,1,-,-,-,26,5,9,-,-,2,-,3,-,5,14
270260,4,6,-,10,2,3,-,-,41,10,15,-,-,2,-,7,-,5,24
270270,1,3,-,1,-,-,-,-,1,2,2,-,-,1,-,-,-,-,4
270280,4,9,-,9,-,3,-,-,27,13,2,-,-,-,-,2,-,3,9
270290,4,6,3,9,-,3,-,-,21,3,5,-,-,1,-,4,1,27,26
270300,1,1,-,3,1,-,-,-,27,6,6,-,-,1,-,-,-,12,20
270310,6,4,-,17,1,1,-,-,26,13,4,-,-,2,-,4,3,15,29
270320,7,13,1,12,1,-,-,-,42,8,4,-,-,2,-,5,-,20,15
270330,4,7,-,-,-,2,-,-,21,9,2,-,-,1,-,4,1,29,10
270340,2,4,-,4,-,1,-,-,9,1,2,-,-,1,-,1,2,1,6
270350,-,2,1,6,-,-,-,-,8,4,3,-,-,-,-,2,-,-,4
270360,2,2,1,5,1,-,-,-,9,5,3,-,-,-,-,1,-,1,3
270370,-,3,-,1,2,-,-,-,2,1,3,-,-,-,-,5,-,1,3
270375,3,9,-,3,1,-,-,-,14,2,2,-,-,-,-,1,-,-,5
270380,6,12,-,7,1,-,-,-,43,16,7,-,-,5,-,4,3,7,23
270390,-,3,-,4,-,-,-,-,10,6,3,-,-,-,-,-,-,2,1
270400,6,7,1,17,1,1,-,-,51,12,8,-,-,-,-,8,1,11,31
270410,3,10,-,10,3,-,-,-,41,8,4,-,-,2,-,-,2,9,18
270420,3,11,-,6,-,1,-,-,31,4,10,-,-,-,-,5,2,10,23
270430,324,747,26,461,64,81,-,2,1483,596,385,22,24,122,10,146,56,110,1235
270440,3,8,1,10,-,-,-,-,32,12,5,-,3,1,-,2,1,3,16
270450,8,5,1,14,6,-,-,-,37,5,11,1,-,2,-,6,4,4,15
270460,1,2,-,2,1,-,-,-,7,4,3,-,-,1,1,1,-,11,11
270470,15,30,1,20,3,4,-,-,66,26,17,2,2,3,1,9,1,5,63
270480,4,4,-,7,4,-,-,-,31,2,4,-,-,-,-,4,1,3,6
270490,3,1,-,-,-,-,-,-,4,-,-,-,-,-,-,1,-,1,3
270500,4,5,1,5,-,-,-,-,13,4,3,-,-,-,-,7,-,2,15
270510,6,9,-,16,2,-,-,-,49,12,7,-,-,-,-,5,3,13,16
270520,5,13,-,8,2,1,-,-,25,10,6,-,-,-,-,3,-,7,16
270530,1,4,-,3,1,-,-,-,12,4,1,-,-,-,1,-,-,1,4
270540,1,2,-,3,-,-,-,1,14,3,1,-,-,1,-,3,-,4,5
270550,6,15,2,17,5,2,-,-,40,13,8,-,-,-,-,5,2,2,23
270560,3,5,-,4,-,-,-,-,19,3,4,1,-,3,-,2,-,10,8
270570,6,8,1,9,-,-,-,-,27,11,4,-,1,1,-,6,1,37,17
270580,2,1,-,1,-,-,-,-,11,3,-,-,-,1,-,2,1,7,4
270590,1,5,-,-,-,-,-,-,7,-,4,-,-,-,-,-,-,3,1
270600,2,6,-,12,-,-,-,-,14,-,2,-,-,-,-,-,1,12,7
270610,2,3,-,6,1,-,-,-,16,5,5,-,-,-,-,2,-,4,4
270620,1,2,-,3,-,-,-,-,7,-,2,-,-,-,-,-,-,-,1
270630,21,30,-,19,4,4,-,1,99,49,21,2,-,5,3,9,-,160,73
270640,3,8,-,13,-,1,-,-,19,5,5,1,-,2,1,5,-,1,12
270642,3,4,-,12,-,1,-,-,13,3,4,-,-,1,-,1,-,6,4
270644,1,9,-,7,1,1,-,-,20,5,6,-,1,2,-,1,-,2,6
270650,4,2,-,9,-,-,-,-,14,3,2,-,-,-,-,3,-,2,12
270660,4,9,1,8,-,1,-,-,15,4,7,-,-,1,-,-,1,-,8
270670,11,30,1,31,7,1,-,-,111,20,19,2,2,3,-,7,2,49,67
270680,8,17,-,9,1,1,-,-,42,5,11,-,-,1,-,7,-,4,20
270690,8,16,-,19,2,2,-,-,43,21,11,-,1,4,-,5,1,25,54
270700,3,2,-,2,-,1,-,-,2,3,1,-,-,1,-,-,1,1,2
270710,4,7,1,8,2,1,-,-,30,7,-,-,-,1,-,4,3,10,30
270720,2,4,1,7,-,-,-,-,16,5,1,-,-,1,-,1,1,1,11
270730,4,5,2,13,2,-,-,-,33,14,7,-,1,1,-,4,1,6,16
270740,2,3,-,4,-,1,-,-,11,2,3,-,-,2,1,1,-,1,4
270750,3,3,-,5,-,-,-,-,17,3,4,1,-,-,-,4,-,3,18
270760,1,4,-,4,1,-,-,-,16,1,2,1,-,2,-,4,-,3,13
270770,18,45,3,44,7,3,-,-,99,42,21,-,-,6,1,11,8,68,72
270780,1,2,-,5,1,1,-,-,6,6,2,-,-,-,-,1,-,-,7
270790,1,4,-,7,-,1,-,-,24,10,3,-,-,-,-,-,-,-,6
270800,7,15,-,16,1,-,-,-,99,19,13,-,1,5,-,15,4,20,48
270810,3,3,-,6,2,-,-,-,21,3,3,-,-,1,-,-,-,5,7
270820,1,1,-,1,-,-,-,-,8,2,-,-,-,1,-,-,-,3,8
270830,6,16,-,16,4,2,-,-,46,7,10,-,1,1,1,6,-,14,25
270840,6,14,2,9,-,-,-,-,47,7,3,1,1,-,1,6,4,10,27
270850,5,10,3,19,1,2,-,-,55,12,8,1,-,1,-,7,-,3,24
270860,14,34,2,48,3,2,-,1,87,29,23,-,3,6,1,8,4,9,88
270870,2,3,-,1,-,-,-,-,14,2,1,-,-,1,-,-,1,-,2
270880,3,11,-,12,4,-,-,-,45,8,6,-,1,1,1,16,2,19,46
270890,2,6,-,3,1,-,-,-,23,8,4,-,-,4,-,2,1,-,12
270895,2,5,-,11,1,-,-,-,21,3,1,-,-,-,-,2,1,2,12
270900,1,1,-,-,-,-,-,-,6,2,3,-,-,-,-,1,1,7,2
270910,4,9,-,8,1,3,-,-,36,6,3,-,-,-,-,3,-,8,24
270915,14,14,1,14,4,1,-,-,49,15,11,2,2,9,-,10,4,6,64
270920,4,13,-,14,4,-,-,-,30,3,5,1,-,1,1,6,2,13,24
270930,19,23,1,29,2,1,-,-,79,22,18,-,1,3,-,16,5,135,84
270940,5,13,1,12,4,3,-,-,48,17,8,-,-,4,-,3,1,28,17
280010,-,2,-,5,-,-,-,-,8,-,1,-,-,-,-,-,-,1,2
280020,3,6,-,7,2,1,1,-,53,10,9,1,-,1,-,3,-,8,17
280030,116,503,19,204,61,85,-,-,724,282,151,11,13,91,9,116,36,137,442
280040,-,5,-,6,1,2,-,-,15,3,3,-,-,2,-,-,-,5,8
280050,2,15,1,7,3,2,-,-,28,6,2,-,-,-,-,3,1,3,15
280060,6,19,-,8,9,2,-,-,25,15,8,1,-,3,-,2,-,-,23
280067,8,16,2,15,3,3,-,-,37,10,3,-,-,3,-,5,1,2,29
280070,1,8,-,6,1,-,-,-,10,2,7,-,-,2,-,1,1,3,5
280100,4,8,-,11,2,3,-,-,46,8,5,1,-,2,-,1,-,4,12
280110,-,2,1,-,1,1,-,-,3,2,-,-,-,1,-,-,-,5,3
280120,2,10,-,10,-,1,-,-,31,9,6,-,-,-,-,7,2,5,22
280130,7,10,3,16,8,-,-,-,58,17,14,-,-,2,-,6,2,14,17
280140,6,15,2,13,1,1,-,-,28,10,4,-,-,2,1,2,1,3,18
280150,4,7,3,5,2,1,-,-,15,7,7,-,1,2,-,1,3,5,7
280160,3,8,-,2,-,-,-,-,11,3,-,-,-,1,-,1,-,4,5
280170,5,7,1,7,2,-,-,-,28,4,3,-,-,2,-,2,-,4,12
280190,-,2,1,2,-,1,-,-,5,2,1,-,-,-,-,1,-,-,-
280200,2,1,1,4,1,-,-,-,6,1,1,-,1,1,-,-,1,-,4
280210,18,52,3,32,13,6,-,-,113,29,21,3,2,9,1,8,4,10,57
280220,-,3,-,3,-,-,-,-,9,1,4,-,-,-,-,-,-,1,6
280230,3,8,1,6,1,4,-,-,30,6,4,-,-,1,-,2,1,2,11
280240,7,4,-,6,-,3,-,-,17,2,1,-,1,1,-,2,-,4,7
280250,1,1,-,2,-,-,-,-,1,2,1,-,-,-,-,1,-,-,1
280260,1,3,-,3,1,-,-,-,7,2,-,1,-,-,-,-,1,1,5
280270,3,2,-,3,4,-,-,-,17,2,3,-,1,1,-,4,1,6,8
280280,1,5,1,8,-,2,1,-,23,2,6,2,-,1,-,4,1,8,7
280290,19,68,3,30,10,10,-,-,137,33,24,2,1,9,-,13,8,6,91
280300,8,27,2,16,10,4,-,-,57,10,8,-,-,1,-,8,3,12,29
280310,1,5,-,-,-,-,-,-,7,-,-,-,1,1,-,2,-,12,2
280320,7,20,-,9,4,-,-,-,52,9,4,-,-,2,-,6,3,8,40
280330,4,6,1,9,4,1,-,-,28,7,11,-,-,3,-,2,2,4,13
280340,3,6,-,8,2,-,-,-,24,3,6,-,-,3,-,1,-,8,9
280350,16,49,6,45,9,7,-,-,165,50,33,3,4,12,1,14,2,22,104
280360,2,22,1,11,1,1,-,-,34,7,11,-,-,1,-,5,-,3,20
280370,-,4,1,7,1,2,-,-,4,3,2,1,1,2,-,-,1,1,7
280380,-,1,-,4,-,-,-,-,2,1,-,-,1,1,-,-,-,6,-
280390,4,9,-,4,1,-,-,-,23,5,6,-,-,1,-,2,1,1,12
280400,2,8,1,11,5,-,-,1,17,6,6,-,-,2,1,-,-,2,18
280410,1,5,-,7,3,-,-,-,24,6,-,-,-,-,-,-,1,2,13
280420,4,6,-,4,-,-,-,-,10,6,-,-,-,1,-,1,2,10,13
280430,1,7,2,4,2,-,-,-,15,2,5,-,1,-,-,-,-,6,10
280440,3,12,2,7,1,2,-,-,28,9,8,1,-,8,-,3,-,3,19
280445,1,2,-,4,1,-,-,-,15,2,1,2,-,-,-,-,1,2,5
280450,4,28,3,8,1,3,-,-,41,8,5,-,-,1,-,1,1,8,17
280460,8,17,-,17,2,1,-,-,48,5,7,-,-,4,-,2,1,9,22
280470,1,5,-,1,-,1,-,-,11,5,3,-,-,1,-,-,-,1,1
280480,26,81,6,54,13,7,-,-,162,46,43,6,1,15,2,24,12,24,141
280490,2,7,-,8,1,-,-,-,18,6,4,-,-,2,-,1,1,3,4
280500,-,4,1,2,-,-,-,-,6,-,-,-,1,-,-,-,-,-,2
280510,1,5,1,3,1,-,-,-,14,2,5,1,-,-,-,-,-,7,7
280520,1,10,-,3,-,-,-,-,8,5,3,-,-,1,-,2,-,3,5
280530,1,6,1,3,1,3,-,-,17,4,4,-,-,1,-,-,1,1,6
280540,4,18,2,11,1,1,-,-,33,5,2,1,-,-,-,5,1,9,20
280550,9,15,-,14,-,1,-,-,36,13,3,-,-,1,1,-,-,11,15
280560,10,11,-,11,2,-,-,-,37,4,6,-,-,-,-,7,2,17,27
280570,7,27,1,16,5,3,-,-,56,12,10,-,2,7,1,5,2,4,37
280580,4,14,1,14,2,-,-,-,36,14,6,-,-,1,-,2,-,8,18
280590,2,2,3,3,-,3,-,-,15,2,2,1,-,1,-,2,-,5,8
280600,1,9,1,7,4,1,-,-,23,6,6,1,-,1,1,3,1,10,6
280610,2,5,2,6,2,-,-,-,12,-,1,-,-,1,-,1,-,2,7
280620,2,12,1,2,3,-,-,-,31,6,9,-,-,4,-,2,1,9,14
280630,1,4,-,6,3,-,-,-,16,6,6,-,-,3,-,-,-,3,14
280640,2,5,-,3,1,-,-,-,14,3,1,-,-,2,-,-,-,1,8
280650,-,2,-,1,-,-,-,-,4,3,2,-,1,-,-,1,2,1,5
280660,2,7,1,8,2,1,-,-,24,2,4,4,-,1,-,2,-,2,11
280670,18,50,-,35,11,10,-,-,96,25,19,2,1,9,-,8,6,42,74
